# X[mm]  U_senzor/U_{senzor,max,10rez}
9.5376090084381 0.0180341855196964
9.53688353956909 0.0164847557686839
9.53746019431112 0.0165926274602101
9.53772061903333 0.0152295215400155
9.53766481373571 0.0160630755199906
9.53496755768428 0.0143273219381601
9.53494895591841 0.0140821590028733
9.5362138759977 0.0129347964657311
9.53271674401378 0.0123169858688084
9.53697654839845 0.00958096751100782
9.53541400006521 0.00917890029713748
9.53788803492617 0.00853167014798035
9.5368091325056 0.0078550204465888
9.5350233629819 0.00583487785982564
9.53768341550158 0.00702146646661371
9.53344221288279 0.00611926686475832
9.53682773427148 0.00620752552146156
9.53580463714852 0.00535435850666353
9.53563722125567 0.00566816706383062
9.53679053073973 0.004844419601267
9.53731138018414 0.00457964363115727
9.53639989365642 0.00486403263608995
9.53770201726745 0.00488364567091289
9.53770201726745 0.00455022407892285
9.53507916827952 0.00526609984996028
9.53439090294226 0.00526609984996028
9.53554421242631 0.00497190432761613
9.53639989365642 0.0045698371137458
9.53591624774375 0.0047757739793867
9.53532099123585 0.00496209781020466
9.53610226540247 0.00507977601914232
9.53729277841827 0.00499151736243908
9.53251212458919 0.00500132387985055
9.53565582302155 0.00553087582007002
9.53560001772393 0.00468751532268346
9.53414907998592 0.00575642572053387
9.38563258126464 0.00511900208878821
8.90468392464655 0.00511900208878821
8.4030501043789 0.00541319761113236
8.00140077567274 0.00450119149186549
8.00151238626797 0.00557010188971591
8.00244247456156 0.00456003059633432
8.00110314741879 0.004844419601267
8.00154958979971 0.00450119149186549
8.00000564323234 0.005364165024075
8.00322374872818 0.00476596746197523
8.00140077567274 0.00471693487491787
8.00156819156558 0.00446196542221961
8.00097293505768 0.00433448069587048
7.99974521851014 0.00493267825797025
8.00238666926395 0.00532493895442911
8.00048928914501 0.00553087582007002
8.00359578404562 0.005364165024075
8.00192162511715 0.00528571288478323
8.0000986520617 0.00518764771066851
8.04818421684058 0.00506016298431938
8.18924140744723 0.00524648681513734
8.33483742892662 0.00465809577044904
8.48740911260798 0.00560932795936179
8.64533810486045 0.00443254586998519
8.78194947342372 0.00487383915350142
8.88624957466749 0.00520726074549145
9.03982575370593 0.00433448069587048
9.15523110917523 0.00547203671560119
9.34457848398534 0.00464828925303757
9.52575968357769 0.00497190432761613
9.6937894346986 0.00476596746197523
9.87869098746534 0.00475616094456376
10.0652108938629 0.00527590636737175
10.2245164167899 0.00500132387985055
10.3555286538257 0.00511900208878821
10.5530422038536 0.00639384935227953
10.7294985549145 0.00541319761113236
10.8927848557381 0.00521706726290293
11.1106673393957 0.00509938905396527
