# X[mm]  U_senzor/U_{senzor,max,10rez}
-0.00225081367050044 0.0204073627332725
-0.00145093773800855 0.0213684014395967
-0.00239962779747568 0.0207211712904396
-0.00260424722206663 0.0202602649721004
-0.00189738011893426 0.0190148372608435
-0.00180437128957474 0.0194365175095368
-0.00238102603160378 0.0177890225844096
-0.00275306134904187 0.0178576682062899
-0.0028832737101452 0.0167593382562051
-0.00362734434502138 0.0154158453708335
-0.00318090196409567 0.0144057740774519
-0.00210199954352521 0.0131701528836064
-0.00323670726171138 0.0126504074607984
-0.00275306134904187 0.0124640836299805
-0.00338552138868662 0.0122385337295166
-0.00440861851164137 0.0109048473615565
-0.00360874257914947 0.0105910388043894
-0.00266005251968234 0.0102576172123994
-0.00210199954352521 0.00974767830700283
-0.00444582204338518 0.00999284124228962
-0.00325530902758329 0.00961038706324223
-0.0032925125593271 0.0090318025359654
-0.00344132668630233 0.00836495935198533
-0.00340412315455852 0.00821786159081325
-0.00429700791640994 0.00841399193904268
-0.00416679555530661 0.00854147666539182
-0.00381336200374042 0.0079236660684691
-0.00407378672594709 0.00774714875506261
-0.003311114325199 0.00782560089435438
-0.00396217613071566 0.0085807027350377
-0.00349713198391805 0.0083061202475165
-0.00303208783712043 0.00813940945152148
-0.00385056553548423 0.00828650721269355
-0.00256704369032282 0.00823747462563619
-0.00200899071416569 0.00803153775999529
-0.00271585781729806 0.0084434114912771
-0.00245543309509139 0.00816882900375589
-0.00479925559495136 0.00832573328233944
-0.00277166311491377 0.00773734223765114
-0.00375755670612471 0.00752159885459876
-0.00355293728153376 0.00818844203857884
-0.00478065382907946 0.00782560089435438
-0.0028832737101452 0.00826689417787061
-0.00386916730135614 0.00810998989928706
-0.00301348607124853 0.00828650721269355
-0.00305068960299234 0.00775695527247408
-0.00275306134904187 0.0071979837800202
-0.00345992845217424 0.00774714875506261
-0.00308789313473615 0.00732546850636933
-0.00347853021804614 0.00808057034705265
-0.00366454787676519 0.00743334019789552
-0.00390637083309995 0.00765889009835937
-0.00239962779747568 0.00842379845645416
-0.00429700791640994 0.00805115079481823
-0.00292047724188901 0.00762947054612495
-0.00269725605142615 0.00829631373010502
-0.00297628253950472 0.00810998989928706
-0.00176716775783093 0.0077863748247085
-0.00195318541654997 0.00843360497386563
-0.00254844192445092 0.00882586567032449
-0.00262284898793853 0.00746275975012993
-0.00120911478167379 0.00739411412824963
0.317197311647716 0.00745295323271846
0.836670225386521 0.00700185343179077
1.34090829287624 0.00820805507340178
1.83355746022775 0.0083061202475165
2.40651045084829 0.00629578417816481
2.97263659339383 0.00634481676522216
3.45797526675769 0.00659978621792043
4.01991601198205 0.00641346238710247
4.58797673817827 0.00589371696429447
5.10542205943704 0.0072666294019005
5.71405323699988 0.00732546850636933
